originalPlace	interpretedPlace	longitude	latitude	xmin	xmax	ymin	ymax	uncertainty
'Institut Francais pour l Etude de la Mer', 'France'	1625 Route de Sainte-Anne, 29280 Plouzané, France	-4.558795	48.3591631	-4.560144	-4.557446	48.3578141	48.3605121	180
'Institut Francais pour l Etude de la Mer', 'France'	1 Quai du Commandant Silhouette, 33120 Arcachon, France	-1.1444791	44.6574552	-1.1458281	-1.1431301	44.6561062	44.6588042	184
'Institut fuer Hygiene der Iniversitaet', 'Austria'	Kinderspitalgasse 15, 1090 Wien, Austria	16.3422429	48.2160539	16.3408939	16.3435919	48.2147049	48.2174029	180
'Institut fuer Palaeontologie', 'Germany'	Nussallee 8, 53115 Bonn, Germany	7.0900434	50.726509	7.0886944	7.0913924	50.72516	50.727858	178
'Institut fuer Palaeontologie und Geologisches Museum der Universitat', 'Germany'	Nussallee 8, 53115 Bonn, Germany	7.0900434	50.726509	7.0886944	7.0913924	50.72516	50.727858	178
'Institut fuer Pflanzenschutzforschung', 'Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'Institut fuer Seefischerei', 'Germany'	Bundesallee 50, 38116 Braunschweig, Germany	10.450149	52.2861077	10.4488	10.451498	52.2847587	52.2874567	176
'Institut fur Allgemeine Mikrobiologie', 'Germany'	Neugasse 25, 07743 Jena, Germany	11.5840906	50.9249089	11.5827416	11.5854396	50.9235599	50.9262579	178
'Institut fur Pflanzenschutz im Forst', 'Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'Institut National d Horticulture', 'Angers Cedex, France'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut National de la Recherche Agronomique - Orleans Unite de Zoologie Forestiere', 'Orleans, France'	2163 Avenue de la pomme de pin, 45075 Ardon, France	1.9140694	47.8282885	1.9127204	1.9154184	47.8269395	47.8296375	181
'Institut National de la Recherche Agronomique de Antilles et Guyane', 'Guadeloupe'	Fouillole, Pointe-à-Pitre 97157, Guadeloupe	-61.5289325	16.2242724	-61.5302815	-61.5275835	16.2229234	16.2256214	208
'Institut National pour l Etude et la Recherche Agronomique, Centre de Recherches, Departement de Botanique', 'Yangambi, Congo - Kinshasa'	Yangambi, Democratic Republic of the Congo	24.4529792	0.8070691	24.3944551	24.5200252	0.7545157	0.8553569	8730
'Institut Paleontologic Dr M Crusfafont Sabadell', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut Scientifique Cheripen', 'Morocco'	Avenue Ibn Batouta, Rabat, Morocco	-6.838993	34.006185	-6.840342	-6.837644	34.004836	34.007534	195
'Institut Scientifique et Technique des Peches Maritimes', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut Togolais de Recherche Agronomique (ITRA)', 'Lom, Togo'	NA	NA	NA	NA	NA	NA	NA	NA
'Institut und Museum fuer Geologie und Palaeontologie', 'Germany'	Nussallee 8, 53115 Bonn, Germany	7.0900434	50.726509	7.0886944	7.0913924	50.72516	50.727858	178
'Institut und Museum fuer Geologie und Palaeontologie der Unversitaet', 'Germany'	Nussallee 8, 53115 Bonn, Germany	7.0900434	50.726509	7.0886944	7.0913924	50.72516	50.727858	178
'Institute de Recherche Scientific en Afrique Centrale', 'Congo - Brazzaville'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute for Agricultural Bacteriology and Fermentation Biology', 'Switzerland'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute for Biological Problems of Cryolithozone', 'Yakutsk, Russia'	Prospekt Lenina, 41, Yakutsk, Якутск, Russia, 677000	129.7223001	62.022598	129.7209511	129.7236491	62.021249	62.023947	166
'Institute for Biological Problems of Cryolithozone, Russian Academy of Sciences, Siberian Department', 'Yakutsk, Russia'	Yakutsk, Sakha Republic, Russia	129.6754745	62.0354523	129.5996518	129.8127318	61.950589	62.1152469	10259
'Institute for Botanical Exploration', 'University, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute for Evolution, Morphology, and Ecology of Animals', 'Russia'	Leninsky Ave, 33, Moskva, Russia, 119071	37.5889677	55.7114837	37.5876187	37.5903167	55.7101347	55.7128327	172
'Institute for Plant Genetic Resources', 'Bulgaria'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute for Tropical Biology and Conservation, Borneensis', 'Malaysia'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute for Water and Ecology Problems, Far East Branch, Russian Academy of Sciences', 'Khabarovsk, Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute fuer Geowissenschaften Leoben', 'Austria'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Agricultural and Food Biotechnology, Dept. of  Microbiology', 'Warsaw, Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Agricultural Research, Zanzibar', 'Tanzania'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Animal Physiology and Genetics, Academy of Sciences of the Czech Republic', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Institute of Applied Microbiology, University of Agricultural Sciences', 'Austria'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Biological Problems of the North', 'Magadan, Russia'	Ulitsa Portovaya, 18, Magadan, Magadanskaya oblast', Russia, 685000	150.7855394	59.5650564	150.7841904	150.7868884	59.5637074	59.5664054	169
'Institute of Biological Problems of the North, Far Eastern Branch of Russian Academy of Sciences', 'Magadan, Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Biology', 'Skopje, Macedonia'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Biology and Soil Science, Far Eastern Branch, Russian Academy of Sciences', 'Vladivostok, Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Biology of Komi Scientific Centre of the Ural Branch of the Russian Academy of Sciences', 'Syktyvkar, Russia'	Leninsky Ave, 14, Moskva, Russia, 119991	37.5778246	55.7107897	37.5764756	37.5791736	55.7094407	55.7121387	172
'Institute of Biology of Komi Scientific Centre of the Ural Branch of the Russian Academy of Sciences', 'Syktyvkar, Russia'	Syktyvkar, Komi Republic, Russia	50.8339029	61.6478508	50.6947501	50.9422758	61.625768	61.853455	7778
'Institute of Conservation and Natural History of the Soutpansberg', 'Soutpansberg, South Africa'	South Africa	22.937506	-30.559482	16.2816999	38.2216904	-47.1313489	-22.1254239	1786358
'Institute of Dendrology', 'Krnik, Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Dendrology, Polish Academy of Sciences', 'Krnik, Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Ecology of the Carpathians', 'Lviv, Ukraine'	Lviv, Lviv Oblast, Ukraine, 79000	24.029717	49.839683	23.9062801	24.118191	49.7679071	49.897471	9043
'Institute of Ecology of the Volga River Basin, Russian Academy of Science', 'Togliatti, Russia'	Tolyatti, Samara Oblast, Russia	49.4198344	53.5086002	49.1958661	49.6743189	53.446411	53.597411	16402
'Institute of Entomology', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'Institute of Forest Genetics', 'United States'	2480 Carson Rd, Placerville, CA 95667, USA	-120.7420561	38.7395639	-120.7434051	-120.7407071	38.7382149	38.7409129	190
'Institute of General and Experimental Biology', 'Ulan-Ude, Russia'	6, ул. Сахьяновой, г. Улан-Удэ, Республика Бурятия, Россия 670047, Russia	107.62117	51.813471	107.619821	107.622519	51.812122	51.81482	177
'Institute of Marine Geology and Geophysics, Far East Branch', 'Sakhalinsk, Russia'	ул. Науки, 1Б, Yuzhno-Sakhalinsk, Russia, 693022	142.716565	47.02971	142.715216	142.717914	47.028361	47.031059	182
'Institute of Mathematical Problems of Biology, Russian Academy of Sciences', 'Pushchino, Russia'	Leninsky Ave, 14, Moskva, Russia, 119991	37.5778246	55.7107897	37.5764756	37.5791736	55.7094407	55.7121387	172
'Institute of Mathematical Problems of Biology, Russian Academy of Sciences', 'Pushchino, Russia'	Pushchino, Moscow Oblast, Russia, 142290	37.6258923	54.8395772	37.597909	37.648619	54.822722	54.849548	1834
'Institute of Medical Mycology', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Medicine, Community Medicine Department', 'Nepal'	Nepal	84.124008	28.394857	80.0584698	88.2018297	26.3473741	30.4473898	456403
'Institute of Nature Conservation, Polish Academy of Sciences', 'Zakopane, Poland'	aleja Adama Mickiewicza 33, 31-120 Kraków, Poland	19.9252017	50.0665568	19.9238527	19.9265507	50.0652078	50.0679058	178
'Institute of Nature Conservation, Polish Academy of Sciences', 'Zakopane, Poland'	Zakopane, Poland	19.949562	49.299181	19.9007214	20.04703	49.2184467	49.3333359	8040
'Institute of Oceanographic Sciences', 'United Kingdom'	European Way, Southampton SO14 3ZH, UK	-1.3945247	50.8928051	-1.3958737	-1.3931757	50.8914561	50.8941541	178
'Institute of Oceanography', 'Russia'	8622 Kennel Way, La Jolla, CA 92037, USA	-117.2503233	32.8681401	-117.2516723	-117.2489743	32.8667911	32.8694891	196
'Institute of Plant and Animal Ecology', 'Ekaterinburg, Russia'	Yekaterinburg, Sverdlovsk Oblast, Russia	60.6057025	56.8389261	60.4543869	60.85548	56.683853	56.943929	19196
'Institute of Plant and Animal Ecology Ural Branch of Russian Academy of Sciences', 'Russia'	Ulitsa Pervomayskaya, 91, Yekaterinburg, Sverdlovskaya oblast', Russia, 620049	60.655761	56.847155	60.654412	60.65711	56.845806	56.848504	171
'Institute of Plant and Animal Ecology, Ural Centre, Russian Academy of Sciences, Laboratory of Plant Ecology and Geobotany', 'Ekaterinburg, Russia'	Leninsky Ave, 14, Moskva, Russia, 119991	37.5778246	55.7107897	37.5764756	37.5791736	55.7094407	55.7121387	172
'Institute of Plant and Animal Ecology, Ural Centre, Russian Academy of Sciences, Laboratory of Plant Ecology and Geobotany', 'Ekaterinburg, Russia'	Yekaterinburg, Sverdlovsk Oblast, Russia	60.6057025	56.8389261	60.4543869	60.85548	56.683853	56.943929	19196
'Institute of Plant Science', 'Australia'	Australia	133.775136	-25.274398	100.0911072	166.7429167	-54.8337658	-0.6911344	4283914
'Institute of Public Health Research', 'Iran'	Iran	53.688046	32.427908	44.0326949	63.3333366	24.8066999	39.782056	1190328
'Institute of Soil Biology, Academy of Science of the Czech Republic', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Institute of Soil Science Collection of Bacteria', 'NA'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Spelology quot;Emile Racovitaquot;', 'Romania'	Romania	24.96676	45.943161	20.2617591	29.7784	43.6186193	48.26518	447121
'Institute of Steppe of the Ural branch of Russian Academy of Sciences', 'Orenburg, Russia'	Leninsky Ave, 14, Moskva, Russia, 119991	37.5778246	55.7107897	37.5764756	37.5791736	55.7094407	55.7121387	172
'Institute of Steppe of the Ural branch of Russian Academy of Sciences', 'Orenburg, Russia'	Orenburg, Orenburg Oblast, Russia	55.1004538	51.7666482	55.0017989	55.2030479	51.683442	51.8984369	11497
'Institute of Systematic Zoology', 'Poland'	Sławkowska 17, 31-016 Kraków, Poland	19.9381632	50.0644362	19.9368142	19.9395122	50.0630872	50.0657852	178
'Institute of Vertebrate Biology, The Czech Academy of Sciences', 'Brno, Czechia'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Vertebrate Paleontology and Paleoanthropology', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Virology', 'Germany'	Hermann-Herder-Straße 11, 79104 Freiburg im Breisgau, Germany	7.8481683	48.0033439	7.8468193	7.8495173	48.0019949	48.0046929	181
'Institute of Zoology', 'Kazakhstan'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Zoology and Botany', 'Estonia'	NA	NA	NA	NA	NA	NA	NA	NA
'Institute of Zoology, Academia Sinica (formerly National Academy of Peiping)', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Institution for the Study, Management and Recovery of the Ecosystems of Lerida (EGRELL)', 'Lrida, Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Arguelogico Municipal', 'Spain'	Plaza del Mercado, 11, 11408 Jerez de la Frontera, Cádiz, Spain	-6.1448349	36.6850045	-6.1461839	-6.1434859	36.6836555	36.6863535	192
'Instituto Asturiano de Taxonomia y Ecologia Vegetal', 'Pravia, Spain'	Pravia, Asturias, Spain	-6.111489	43.4875717	-6.1184639	-6.1035888	43.4825622	43.4926922	793
'Instituto de Agronomia', 'Chile'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto de Biologia, Departamento de Ecologia', 'Habana, Cuba'	Havana, Cuba	-82.3665956	23.1135925	-82.574873	-82.0911311	22.9200574	23.1813159	29191
'Instituto de Estudos Costeiros ( IECOS )', 'Bragana, Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto de Geografa Tropical', 'La Habana, Cuba'	NA	NA	NA	NA	NA	NA	NA	NA
'INSTITUTO DE INVESTIGAO AGRONMICA - IIA', 'Huambo, Angola'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto de Investigaciones Marinas de Punta de Betin', 'Colombia'	Cl. 25 #2-55, Santa Marta (Distrito Turístico Cultural E Histórico), Gaira, Santa Marta, Magdalena, Colombia	-74.230772	11.18813	-74.232121	-74.229423	11.186781	11.189479	210
'Instituto de Investigaciones Marinas de Punta de Betin', 'Colombia'	Comuna 3, Santa Marta, Magdalena, Colombia	-74.2193869	11.2508042	-74.2207359	-74.2180379	11.2494552	11.2521532	210
'Instituto de Microbiologia y Zoologia Agricola', 'Argentina'	Camino Inta, Instituto de Microbiología y Zoología Agrícola (IMYZA), William C. Morris, Pcia de Buenos Aires, Argentina	-58.6707345	-34.6067131	-58.6720835	-58.6693855	-34.6080621	-34.6053641	194
'Instituto de Paleontologia de Sabadella', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto de Pesquisas de Recursos Naturais Renovaveis', 'Porto Alegre, Brazil'	R. Barão do Gravataí, 220 - Menino Deus, Porto Alegre - RS, 90160-070, Brazil	-51.227013	-30.0443413	-51.228362	-51.225664	-30.0456903	-30.0429923	198
'Instituto de Segunda Ensenanza de La Habana', 'Habana, Cuba'	Havana, Cuba	-82.3665956	23.1135925	-82.574873	-82.0911311	22.9200574	23.1813159	29191
'Instituto de Zoologia', 'Cuba'	Cuba	-77.781167	21.521757	-85.1715001	-73.9545	19.6529001	23.3776001	444248
'Instituto de Zoologia y Ecologia Tropical', 'Venezuela'	1053,, Caracas 1053, Distrito Capital, Venezuela	-66.8960929	10.4871515	-66.8974419	-66.8947439	10.4858025	10.4885005	210
'Instituto di Geologia e Paleontologia', 'Italy'	Via Luigi Mangiagalli, 34, 20133 Milano MI, Italy	9.2295308	45.4734852	9.2281818	9.2308798	45.4721362	45.4748342	183
'Instituto do Acucar e do Alcool', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Instituto Florestal, Secao de Madeiras e Produtos Florestais, Divisao de Dasonomia', 'So Paulo, Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Investigaciones Entomologicas Salta', 'Argentina'	Salta, Salta Province, Argentina	-65.4231976	-24.7821269	-65.5057802	-65.3554771	-24.882706	-24.7094636	10569
'Instituto Nacional de Biodiversidad (INBio)', 'Costa Rica'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Nacional de Estadistica Geografia e Informatica', 'Aguascalientes, Mexico'	Calle Pedro Parga 125, Zona Centro, 20000 Aguascalientes, Ags., Mexico	-102.2944344	21.8840015	-102.2957834	-102.2930854	21.8826525	21.8853505	204
'Instituto Nacional de Farmacologia y Bromatologia', 'Buenos Aires, Argentina'	Buenos Aires, Argentina	-58.3815591	-34.6036844	-58.5314522	-58.3351447	-34.7051011	-34.5265464	9559
'Instituto Nacional de Investigacao das Pescas', 'Portugal'	Av. Brasília, 1449-006 Lisboa, Portugal	-9.2301571	38.6976438	-9.2315061	-9.2288081	38.6962948	38.6989928	190
'Instituto Nacional de Investigacao e Desenvolvimento Agrario - Cape Verde', 'Portugal'	Cape Verde	-23.0418	16.5388	-25.383911	-22.5933839	14.7270733	17.3191764	98693
'Instituto Nacional de Investigacao e Desenvolvimento Agrario - Cape Verde', 'Portugal'	Portugal	-8.224454	39.399872	-31.4647999	-6.1891592	32.2895	42.1543111	350803
'Instituto Nacional de Investigaciones Biologico Pesqueras', 'Mexico'	Mexico	-102.552784	23.634501	-118.6523001	-86.5887	14.3895	32.7186534	1859572
'Instituto Nacional de Investigaciones Forestales, Agricolas y Pecuarias (INIFAP), Recursos Naturales', 'Pabelln De Arteaga, Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Nacional de Limnologia', 'Santo Tom, Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Nacional de Microbiologia', 'Argentina'	Av. Vélez Sarsfield 563, C1282 CABA, Argentina	-58.390834	-34.6420826	-58.392183	-58.389485	-34.6434316	-34.6407336	194
'Instituto Nacional de Tecnologia Agropecuaria - Instituto de Recursos Biolgicos', 'Buenos Aires, Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Nacional de Tecnologia Agropecuaria, Estacion Experimental Agropecuaria Anguil', 'Anguil, Argentina'	Km 580, Estación Experimental Agropecuaria Anguilm EEA, RN5, Anguil, La Pampa, Argentina	-63.9892172	-36.538792	-63.9905662	-63.9878682	-36.540141	-36.537443	192
'Instituto para la Investigacin y la Preservacin del Patrimonio Cultural y Natural del Valle del Cauca - INCIVA', 'Santiago de Cali, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Superior de Cincias de Educao da Hula', 'Lubango, Angola'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Superior Pedagogico de Pinar del Rio, Departamento de Biologia', 'Pinar Del Ro, Cuba'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituto Zimotecnico-Z', 'Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Institutul de Biologie, Tr Savulescu', 'Romania'	Splaiul Independenței 296, București 060031, Romania	26.0459312	44.4470415	26.0445822	26.0472802	44.4456925	44.4483905	184
'Institutul Speologie Emil G Racovita', 'Romania'	Aleea Borsec 5, Cluj-Napoca 400006, Romania	23.5801525	46.7642363	23.5788035	23.5815015	46.7628873	46.7655853	182
'Instituut Voor Aardwetenschappen', 'Netherlands'	NA	NA	NA	NA	NA	NA	NA	NA
'Instituut voor Taxonomische Zoologie, Zoologisch Museum', 'Netherlands'	1012 WX Amsterdam, Netherlands	4.9557263	52.3558182	4.9543773	4.9570753	52.3544692	52.3571672	176
'Instituut voor Tropische Hygiene', 'Netherlands'	NA	NA	NA	NA	NA	NA	NA	NA
'Integrated Primate Biomaterials and Information Resource', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Intermountain Experiment Station', 'Milford, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Intermountain Experiment Station, Desert Experimental Range', 'Milford, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'International Center for Ethnomedicine and Drug Development', 'Nsukka, Nigeria'	NA	NA	NA	NA	NA	NA	NA	NA
'International Collection of Phytopathogenic Bacteria', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'International Collection of Plant Pathogenic Bacteria', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'International Cryobank of Leishmania', 'France'	France	2.213749	46.227638	-5.5591	9.6624999	41.31433	51.1241999	772195
'International Culture Collection of (Vesicular) Arbuscular Mycorrhizal Fungi', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'International Entomopathogenic Bacillus Centre (WHO)', 'France'	France	2.213749	46.227638	-5.5591	9.6624999	41.31433	51.1241999	772195
'International Institute of Biological Control', 'Trinidad & Tobago'	NA	NA	NA	NA	NA	NA	NA	NA
'International Potato Center', 'Ecuador'	NA	NA	NA	NA	NA	NA	NA	NA
'International Red Locust Control Organization for Central and Southern Africa', 'Mbala, Zambia'	Mbala, Zambia	31.3655989	-8.8536444	31.3173867	31.3984108	-8.8787964	-8.8175218	5384
'International Salmonella Centre (WHO)', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Invertebrate Collection', 'Ecuador'	NA	NA	NA	NA	NA	NA	NA	NA
'Iran National Museum of Natural History', 'Iran'	NA	NA	NA	NA	NA	NA	NA	NA
'Iranian Research Institute of Plant Protection', 'Tehran, Iran'	NA	NA	NA	NA	NA	NA	NA	NA
'Irish Biogeographical Society', 'Bray, Ireland'	Bray, Co. Wicklow, Ireland	-6.1110741	53.200903	-6.13833	-6.0882999	53.17897	53.21507	2191
'iSATA - Innovacin hacia los Servicios Ambientales, Agropecuarios y Tecnologas Aplicadas', 'Pitalito, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Islandic Museum of Natural History', 'Iceland'	NA	NA	NA	NA	NA	NA	NA	NA
'Israel Nature and Parks Authority', 'Israel'	Jerusalem, Israel	35.186629	31.7886223	35.18528	35.187978	31.7872733	31.7899713	197
'Israel Nature and Parks Authority', 'Israel'	Mikhmoret, Israel	34.8666667	32.4016667	34.8653177	34.8680157	32.4003177	32.4030157	196
'ISSEDD', 'Toamasina, Madagascar'	Toamasina, Madagascar	49.3957836	-18.1442811	49.3536083	49.4306698	-18.1902963	-18.0708419	6771
'Istanbul University', 'Istanbul, Turkey'	Beyazıt, 34452 Fatih/İstanbul, Turkey	28.961838	41.0126037	28.960489	28.963187	41.0112547	41.0139527	188
'Istituto Calasanzio', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Istituto di Entomologia dell Universita degli Studi [= Istituto di Entomologia Agraria dell Universita, Milan]', 'Italy'	Via Giovanni Celoria, 2, 20133 Milano MI, Italy	9.2272252	45.4766011	9.2258762	9.2285742	45.4752521	45.4779501	183
'Istituto Nazionale di Entomologia', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Istituto Sperimentale per la Nutrizione delle Piante', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Istituto Sperimentale per la Zoologia Agraria', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Istituto Tecnico Commerciale quot;Oronzio Gabriele Costaquot;', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Istituto Tecnico Stattale quot;Camillo Cavourquot;', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Italian National Antarctic Museum (MSection of Genoa)', 'Genoa, Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Izu Oceanic Park Museum', 'Japan'	841-1 Futo, Itō, Shizuoka Prefecture 413-0231, Japan	139.132224	34.8846524	139.130875	139.133573	34.8833034	34.8860014	194
'J Rusek Collection', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Janet A Robertson Collection of Ureaplasma urealyticum Cultures', 'Canada'	Canada	-106.346771	56.130366	-142	-50	41.6765559	83.6381	3018372
'Japan Collection of Microorganisms', 'Japan'	Japan	138.252924	36.204824	122.8554688	154.0031455	20.3585295	45.6412626	1685385
'Jardin Botanico Hacienda Verde', 'Quito, Ecuador'	NA	NA	NA	NA	NA	NA	NA	NA
'Jason Swallen Herbarium', 'Delaware, United States'	Delaware, USA	-75.5276699	38.9108325	-75.7891479	-74.984165	38.451018	39.8394839	55885
'Java Sugar Experimental Station', 'Pasuruan, Indonesia'	NA	NA	NA	NA	NA	NA	NA	NA
'Jeju Biodiversity Research Institute of Korea (JBRI)', 'South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'Jena Microbial Resource Collection', 'Germany'	NA	NA	NA	NA	NA	NA	NA	NA
'JEOLLANAMDO MARITIME & FISHERIES SCIENCE MUSEUM', 'South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'Jiangxi Institute of Materia Medica', 'Nanchang, China'	Nanchang, Jiangxi, China	115.858197	28.682892	115.4387052	116.5654824	28.1578387	29.1223881	71241
'Jinan University, Institute of Hydrobiology', 'Guangzhou, China'	NA	NA	NA	NA	NA	NA	NA	NA
'Jinggang Mountain Nature Reserve', 'Jinggangshan, China'	Jinggangshan, Ji'an, Jiangxi, China	114.289228	26.748081	113.8425244	114.3521049	26.3642003	26.8139317	9609
'Jiulian Mountain Nature Reserve', 'Longnan, China'	Hengjiu Section, Longnan Xian, Ganzhou Shi, Jiangxi Sheng, China	114.570077	24.625471	114.568728	114.571426	24.624122	24.62682	202
'John T Waterhouse Herbarium', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Jonkershoek Forestry Research Centre', 'Stellenbosch, South Africa'	NA	NA	NA	NA	NA	NA	NA	NA
'K D Ushinsky Yaroslavl Pedagogical University', 'Yaroslavl, Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Kalmar Algae Collection', 'Sweden'	Kalmar, Sweden	16.3567791	56.6634447	16.2684111	16.3871679	56.6465059	56.7283809	5739
'Kameyama Botanical Garden', 'Kameoka, Japan'	Uchimaru-1 Aratsukacho, Kameoka, Kyoto Prefecture 621-0851, Japan	135.5811997	35.0135672	135.5798507	135.5825487	35.0122182	35.0149162	194
'Kangawalla Pastoral Co Pty Ltd', 'Australia'	Australia	133.775136	-25.274398	100.0911072	166.7429167	-54.8337658	-0.6911344	4283914
'Kanudi Fisheries Research Station', 'Papua New Guinea'	Kanudi, Port Moresby, Papua New Guinea	147.142195	-9.4338096	147.137513	147.1452251	-9.4399365	-9.4301255	526
'Karadeniz Technical University', 'Trabzon, Turkey'	NA	NA	NA	NA	NA	NA	NA	NA
'Karolinska Hogre Allmanna Laroverket', 'rebro, Sweden'	NA	NA	NA	NA	NA	NA	NA	NA
'KBRC (Korean Biological Resource Center) - KBIF Node', 'Daejeon, South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'KC Emerson Museum', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Kelowna Museum', 'Kelowna, Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Kendal Natural History Society', 'Kendal, United Kingdom'	Station Rd, Kendal LA9 6BT, UK	-2.742	54.331477	-2.743349	-2.740651	54.330128	54.332826	174
'Kettering and District Naturalists Society and Field Club', 'Kettering, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Key Laboratory of Industrial Microbiology and Fermentation Technology', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Kochi University, Faculty of Science, Department of Natural Environmental Science', 'Kochi, Japan'	2-5-1 曙町 Kochi, Kōchi Prefecture 780-8072, Japan	133.4867065	33.5495088	133.4853575	133.4880555	33.5481598	33.5508578	195
'Komi Scientific Centre, Russian Academy of Sciences, Ural Department, Institute of Biology', 'Syktyvkar, Russia'	Syktyvkar, Komi Republic, Russia	50.8339029	61.6478508	50.6947501	50.9422758	61.625768	61.853455	7778
'Koninklijke Shell (Shell Research NV)', 'Rijswijk, Netherlands'	Kessler Park 1, 2288 GS Rijswijk, Netherlands	4.3269904	52.0380777	4.3256414	4.3283394	52.0367287	52.0394267	176
'Koninklijke Shell (Shell Research NV)', 'Rijswijk, Netherlands'	Nevada, USA	-116.419389	38.8026097	-120.0064729	-114.0396479	35.001857	42.002207	408664
'Konsiliarlabor fur Hamolytisch-Uramisches Syndrom', 'Germany'	Germany	10.451526	51.165691	5.8663425	15.0418962	47.2701115	55.0815	532990
'Korea Animal Bioresource Bank', 'Jinju, South Korea'	Jinju-si, Gyeongsangnam-do, South Korea	128.1076213	35.1799817	127.8880404	128.3694307	35.0508278	35.3509734	24617
'Korea Bank for Pathogenic Viruses', 'Seoul, South Korea'	Seoul, South Korea	126.9779692	37.566535	126.7645827	127.1835899	37.4259627	37.7017495	23551
'Korea Botanic Garden', 'South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'Korea Cosmeceutical Material Bank', 'Gyeongsan-si, South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
