originalPlace	interpretedPlace	longitude	latitude	xmin	xmax	ymin	ymax	uncertainty
'CABI Genetic Resource Collection', 'United Kingdom'	United Kingdom	-3.435973	55.378051	-8.8988999	33.9165549	34.5614	60.9157	2250062
'CAIRCC', 'Indonesia'	Indonesia	113.921327	-0.789275	94.7351	141.0425	-11.1082999	6.2169999	2408783
'California State Collection of Arthropods', 'Sacramento, United States'	Sacramento, CA, USA	-121.4943996	38.5815719	-121.56012	-121.325705	38.437574	38.685507	16981
'Cambodian Molecular Genetics Group', 'Phnom Penh, Cambodia'	Phnom Penh, Cambodia	104.9282099	11.5563738	104.7127961	105.0675774	11.422401	11.7363275	25044
'Canadian Biodiversity Information Facility', 'Canada'	Canada	-106.346771	56.130366	-142	-50	41.6765559	83.6381	3018372
'Canadian Center for the Culture of Microorganisms', 'Canada'	Canada	-106.346771	56.130366	-142	-50	41.6765559	83.6381	3018372
'Canadian Collection of Fungal Cultures', 'Ottawa, Canada'	Ottawa, ON, Canada	-75.6971931	45.4215296	-76.3539159	-75.2465979	44.962733	45.5375801	37517
'Canadian Department of Agriculture', 'Canada'	93 Stone Rd W, Guelph, ON N1G 5C9, Canada	-80.228923	43.524566	-80.230272	-80.227574	43.523217	43.525915	185
'Canadian Forest Service, NRCan', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Canadian National Collection Insects', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Canadian node of the Ocean Biogeographic Information System (OBIS Canada)', 'Canada'	NA	NA	NA	NA	NA	NA	NA	NA
'Canberra Ornithologists Group', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Caradoc and Severn Valley Field Club', 'Shrewsbury, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Caribbean Agricultural Research Institute', 'Barbados'	NA	NA	NA	NA	NA	NA	NA	NA
'Caribbean Epidemiology Centre', 'Trinidad & Tobago'	NA	NA	NA	NA	NA	NA	NA	NA
'Carl Faust Foundation', 'Gerona, Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Caspian Biological Station Institute of Zoology', 'Azerbaijan'	Azerbaijan	47.576927	40.143105	44.7632599	50.7458001	38.3922171	41.9594999	311009
'Catedra de Zoologia Agricola', 'Argentina'	Argentina	-63.616672	-38.416097	-73.5603601	-53.637481	-55.1250224	-21.7810459	2002039
'Cattedra di Micologia', 'Roma, Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'CBS Fungal Biodiversity Centre', 'Utrecht, Netherlands'	Uppsalalaan 8, 3584 CT Utrecht, Netherlands	5.1770005	52.0896802	5.1756515	5.1783495	52.0883312	52.0910292	176
'CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona', 'Barcelona, Spain'	Gran Via de les Corts Catalanes, 585, 08007 Barcelona, Spain	2.16402	41.386608	2.162671	2.165369	41.385259	41.387957	188
'Center for Fungal Genetic Resources', 'Seoul, South Korea'	Seoul, South Korea	126.9779692	37.566535	126.7645827	127.1835899	37.4259627	37.7017495	23551
'Center for Marine Microbial Ecology and Diversity Collection', 'United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Centraalbureau voor Schimmelcultures, Fungal and Yeast Collection', 'Netherlands'	Uppsalalaan 8, 3584 CT Utrecht, Netherlands	5.1770005	52.0896802	5.1756515	5.1783495	52.0883312	52.0910292	176
'Central Experiment Station', 'Trinidad & Tobago'	Trinidad and Tobago	-61.222503	10.691803	-61.9725001	-60.4508999	9.9930001	11.4004	112790
'Central Geological Research Museum', 'Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Central Laboratories', 'Israel'	Khavatselet ha-Sharon St 37, Herzliya, Israel	34.8050593	32.1788537	34.8037103	34.8064083	32.1775047	32.1802027	196
'Central Laboratories', 'Israel'	HaPalmach St 14, Jerusalem, 92542, Israel	35.212467	31.767857	35.211118	35.213816	31.766508	31.769206	197
'Central Museum of Geological Prospecting', 'Russia'	Prospekt Akademika Koptyuga, 3, Novosibirsk, Novosibirskaya oblast', Russia, 630090	83.1052628	54.8454004	83.1039138	83.1066118	54.8440514	54.8467494	173
'Central Research Laboratories', 'Japan'	NA	NA	NA	NA	NA	NA	NA	NA
'Central Siberian Botanical Garden, Russian Academy of Sciences, Siberian Branch', 'Novosibirsk, Russia'	Tsentral'nyy Sibirskiy Botanicheskiy Sad So Ran, Zolotodolinskaya Ulitsa, 101, Novosibirsk, Novosibirskaya oblast', Russia, 630090	83.1044996	54.8207239	83.1031506	83.1058486	54.8193749	54.8220729	173
'Central Siberian Botanical Garden, Siberian Branch of Russian Academy of Sciensis', 'Novosibirsk, Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre d'Etude et de Recherche en Environnement (CERE)', 'Conakry, Guinea'	Conakry, Guinea	-13.6760721	9.5442259	-13.6774211	-13.6747231	9.5428769	9.5455749	210
'Centre d'Etude et de Recherche en Mdecine Traditionnelle Applique (CERMETRA)', 'Sokod, Togo'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre d'Observation de Surveillance et d'Information Environnementales (COSIE)', 'Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre D Etude sur les Ressources Vegetales', 'Brazzaville, Congo - Brazzaville'	Brazzaville, Republic of the Congo	15.2428853	-4.2633597	15.1371001	15.3173448	-4.3710429	-4.1233473	16724
'Centre d Historia Natural de la Conca de Barbera', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre de Formation et de Recherche en Conservation Forestiere', 'Gombe, Congo - Kinshasa'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre de Paleontologie Stratigraphique et Paleoecologie', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre de Recherche de la Nature, des Forets et du Bois', 'Gembloux, Belgium'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre de Recherche en Hydrobiologie', 'Congo - Kinshasa'	Democratic Republic of the Congo	21.758664	-4.038333	12.1454	31.314612	-13.4590349	5.3920029	1483847
'Centre de Recherche en Sciences Naturelles (CRSN/Lwiro)', 'Lwiro, Congo - Kinshasa'	Democratic Republic of the Congo	21.758664	-4.038333	12.1454	31.314612	-13.4590349	5.3920029	1483847
'Centre de Recherche Scientifique Conakry Rogban (CERESCOR) MESRS', 'Conakry, Guinea'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre des Yersinia', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre for ecology, evolution and environmental change', 'Lisbon, Portugal'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre for Genetic Resources, The Netherlands', 'Netherlands'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre for Research and Application of Culture Collections of Microorganisms', 'Turkey'	Turkey	35.243322	38.963745	25.5377	44.8178449	35.808592	42.3666999	892754
'Centre International de Ressources Microbiennes-Levures', 'Grignon, France'	73200 Grignon, France	6.377893	45.6511349	6.355781	6.4037731	45.62254	45.662346	2371
'Centre National de Floristique', 'Abidjan, Côte d’Ivoire'	Abidjan, Côte d'Ivoire	-4.0082563	5.3599517	-4.1240715	-3.8352585	5.2334876	5.4634126	18984
'Centre National de la Recherche Appliquee au Developement Rural', 'Antananarivo, Madagascar'	Antananarivo, Madagascar	47.5491983	-18.9059668	47.5478493	47.5505473	-18.9073158	-18.9046178	206
'Centre National de la Recherche Scientifique', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre national de recherche pour le dveloppement de la pche et d'aquaculture', 'BouIsmail, Algeria'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre National de Recherches Oceanographiques', 'Madagascar'	Nosy-Be, Madagascar	48.2908011	-13.4074274	48.2894521	48.2921501	-13.4087764	-13.4060784	209
'Centre National de Recherches sur l'Environnement', 'Antananarivo, Madagascar'	Rasoanaivo Cherles, Antananarivo, Madagascar	47.5245536	-18.9330468	47.5232046	47.5259026	-18.9343958	-18.9316978	206
'Centre National de Recherches Zootechniques', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre of Advanced Study in Marine Biology', 'India'	Parangipettai, Tamil Nadu 608502, India	79.7659203	11.491995	79.7645713	79.7672693	11.490646	11.493344	210
'Centre of Excellence in Marine Biology', 'Pakistan'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre of Industrial Microorganisms Collection', 'Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Centre Regional de Recherches en Hydrobiologie Appliquee', 'Burundi'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro de Biotecnologia e Quimica-CEBIQ', 'Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro de Ecologia Aplicada', 'Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro de Entomologica y Acarologia', 'Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro de Estudios Tropicales', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro de Investigacao Cientifica Algodoeira', 'Maputo, Mozambique'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro de Investigaciones Agricolas Nortoeste', 'Mexico'	Mexico	-102.552784	23.634501	-118.6523001	-86.5887	14.3895	32.7186534	1859572
'Centro de Investigaciones Pesqueras', 'Colombia'	Colombia	-74.297333	4.570868	-81.8317	-66.8463122	-4.2271099	13.5177999	1283943
'Centro de Investigaciones Zoologicas', 'Chile'	Chile	-71.542969	-35.675147	-110.0281	-66.3327	-56.1455	-17.4983291	2078877
'Centro de Ornitologia y Biodiversidad', 'Lima, Peru'	Av Encalada, Lima 15023, Peru	-76.9712552	-12.1116498	-76.9726042	-76.9699062	-12.1129988	-12.1103008	209
'Centro de Pesquisas Agropecuarias do Tropico Umido', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Centro de Pesquisas do Cacau', 'Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro de Pesquisas Paleontologias Llewellyn Ivor Price', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Centro de Zoologia', 'Portugal'	Portugal	-8.224454	39.399872	-31.4647999	-6.1891592	32.2895	42.1543111	350803
'Centro de Zoologia do IICT', 'Portugal'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro di Studio dei Microorganismi Autotrofi - CNR', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Centro Experimental de Nueva Guinea', 'Nicaragua'	Nueva Guinea, Nicaragua	-84.4540213	11.6932207	-84.4682121	-84.4419479	11.6774539	11.7043499	1802
'Centro Interdipartimentale dell Universita Museo di Storia Naturale e del Territorio', 'Italy'	Via Giorgio la Pira, 4, 50121 Firenze FI, Italy	11.259864	43.7783698	11.258515	11.261213	43.7770208	43.7797188	185
'Centro Nacional de Proteccion Vegetal', 'Nicaragua'	Nicaragua	-85.207229	12.865416	-87.7588	-82.2766	10.7080549	15.0297369	366437
'Centro Oriental de Ecosistemas y Biodiversidad', 'Santiago De Cuba, Cuba'	Santiago de Cuba, Cuba	-75.8301537	20.01693	-75.8923008	-75.7598926	19.9576725	20.0909996	9238
'Centro Panamericano de Zoonosis', 'Argentina'	Argentina	-63.616672	-38.416097	-73.5603601	-53.637481	-55.1250224	-21.7810459	2002039
'Centro per gli Enterobatteri Patogeni per l Italia Meridionale', 'Italy'	South Italy, Italy	15.4068079	40.5625825	13.0184861	18.5203835	37.9157558	42.8950821	358941
'Centro Studi e Ricerche Ligabue', 'Italy'	S. Marco, 3319, 30124 Venezia VE, Italy	12.3357598	45.4361354	12.3344108	12.3371088	45.4347864	45.4374844	183
'Centro Studi e Ricerche Ligabue', 'Italy'	Viale Partigiani D'Italia, 35, 43123 Parma PR, Italy	10.3443028	44.7968263	10.3429538	10.3456518	44.7954773	44.7981753	184
'Centro Substrati Cellulari, Cell Lines Collection and Hybridomas', 'Italy'	Italy	12.56738	41.87194	6.6267201	18.7975999	35.4897	47.092	762462
'Centro Venezolano de Colecciones de Microorganismos', 'Venezuela'	NA	NA	NA	NA	NA	NA	NA	NA
'Cepario de Hongos del Instituto de Ecologia', 'Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'Cepario de la Facultad de Quimica', 'Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'CEPM- Centre d Etudes sur le Polymorphisme des Micro-organismes', 'France'	France	2.213749	46.227638	-5.5591	9.6624999	41.31433	51.1241999	772195
'Changbai Mountain National Nature Reserve Administration Bureau', 'Antu, China'	NA	NA	NA	NA	NA	NA	NA	NA
'Charles R. Conner Museum', 'Pullman, United States'	NA	NA	NA	NA	NA	NA	NA	NA
'Cheboksary Branch of the Main Botanical Garden', 'Cheboksary, Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Check List', 'Sorocaba, Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Chernyshev Central Museum of Geological Explorations,Collections of the Department of Herpetology, Zoological Institute of the Russian Academy of Sciences', 'Russia'	University Embankment, 1, Sankt-Peterburg, Russia, 199034	30.3054559	59.942373	30.3041069	30.3068049	59.941024	59.943722	168
'Chevron Australia', 'Australia'	250 St Georges Terrace, Perth WA 6000, Australia	115.8509084	-31.9523108	115.8495594	115.8522574	-31.9536598	-31.9509618	197
'China Antibiotic Culture Collection Center', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'China Center for Industrial Culture Collection', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'China Center for Type Culture Collection', 'China'	China, Hubei, Wuhan, Hongshan, 八一路	114.362755	30.532663	114.361406	114.364104	30.531314	30.534012	198
'China Center For Virus Culture Collection', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'China Centre for General Viruses Culture Collection', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'China Entomological Research Institute', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'China Marine Microbe Collection', 'China'	NA	NA	NA	NA	NA	NA	NA	NA
'Chinese National Waterfowl Germplasm Resources Gene Library', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'Chinese University of Hong Kong, Biology Department', 'Hong Kong, China'	Pond Cres, Ma Liu Shui, Hong Kong	114.2109318	22.4162632	114.2095828	114.2122808	22.4149142	22.4176122	204
'Chinese University of Hong Kong, Biology Department', 'Hong Kong, China'	Ma Liu Shui, Hong Kong	114.2039352	22.4196819	114.2025862	114.2052842	22.4183329	22.4210309	204
'Chinzombo Research Station', 'Mfuwe, Zambia'	Zambia	27.849332	-13.133897	21.999351	33.7090305	-18.0774179	-8.2032838	832164
'Chinzombo Research Stationtional Parks and Wildlife Service, Chinzombo Wildlife Research Station', 'Mfuwe, Zambia'	Zambia	27.849332	-13.133897	21.999351	33.7090305	-18.0774179	-8.2032838	832164
'Chonlatassanasathan Museum', 'Chonburi, Thailand'	NA	NA	NA	NA	NA	NA	NA	NA
'Chulalongkorn University s Traditional Medicine Museum', 'Bangkok, Thailand'	254 Phayathai Rd, Wang Mai, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand	100.5300019	13.7375088	100.5286529	100.5313509	13.7361598	13.7388578	209
'CIBIO (Institute of Biodiversity), Univ. Alicante', 'Alicante, Spain'	Carretera de San Vicente del Raspeig, 03690 San Vicente del Raspeig, Alicante, Spain	-0.5139291	38.3845089	-0.5152781	-0.5125801	38.3831599	38.3858579	191
'Circulo Herpetologico de Panama', 'Panama'	Panama	-80.782127	8.537981	-83.0522411	-77.1584879	7.0409	9.7145001	300175
'Citizen Science - ALA Website', 'Australia'	NA	NA	NA	NA	NA	NA	NA	NA
'Citrus Genetic Resources Bank', 'Jeju, South Korea'	NA	NA	NA	NA	NA	NA	NA	NA
'Citrus Research Institute', 'Chongqing, China'	NA	NA	NA	NA	NA	NA	NA	NA
'City of Alexandria', 'Alexandria, United States'	Alexandria, VA, USA	-77.0469214	38.8048355	-77.144359	-77.0372879	38.785216	38.845011	4538
'City of Amsterdam', 'Amsterdam, Netherlands'	Amsterdam, Netherlands	4.8951679	52.3702157	4.7288558	5.0683903	52.2781389	52.4311573	13601
'Clements Museum of Exotic Insects', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'Clemson University Arthropod Collection', 'Clemson, United States'	Clemson, SC 29634, USA	-82.8364148	34.6760942	-82.8377638	-82.8350658	34.6747452	34.6774432	194
'Cleveland Literary and Philosophical Society', 'Cleveland, United Kingdom'	6516 Detroit Ave, Cleveland, OH 44102, USA	-81.7307343	41.4841726	-81.7320833	-81.7293853	41.4828236	41.4855216	187
'Clifton College, Clifton College Natural History Society, Biology Department', 'Bristol, United Kingdom'	The Avenue, Bristol BS8 3HE, UK	-2.619911	51.464077	-2.62126	-2.618562	51.462728	51.465426	177
'Clifton College, Clifton College Natural History Society, Biology Department', 'Bristol, United Kingdom'	Guthrie Rd, Bristol BS8 3EZ, UK	-2.6200009	51.4627659	-2.6213499	-2.6186519	51.4614169	51.4641149	177
'Clinical Diagnostic Microbiology Srinagarind Hospital, Faculty of Medicine', 'Thailand'	Thailand	100.992541	15.870032	97.343396	105.636812	5.613038	20.465143	707071
'CM Rick Tomato Genetics Resource Center', 'United States'	United States	-95.712891	37.09024	-124.39	-66.885417	18.7763	71.5388001	3452879
'CNARP', 'Antananarivo, Madagascar'	Antananarivo, Madagascar	47.5366455	-18.8726231	47.5352965	47.5379945	-18.8739721	-18.8712741	206
'Coastal Ecology Research Station', 'Colney, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Coastal Ecology Research Station, Institute of Terrestrial Ecology', 'Colney, United Kingdom'	Colney, Norwich, UK	1.2136788	52.6190881	1.1973829	1.2327415	52.6099229	52.6371341	1503
'Coimbra Collection of Algae', 'Portugal'	NA	NA	NA	NA	NA	NA	NA	NA
'Cole(e7)o de Culturas do G(ea)ero Bacillus e G(ea)eros Correlatos', 'Rio de Janeiro, Brazil'	NA	NA	NA	NA	NA	NA	NA	NA
'Colecao de Culturas de Basidiomicetos', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Colecao de Culturas de Rhizobium da Fepagro', 'Brazil'	R. Gonçalves Dias, 570 - Menino Deus, Porto Alegre - RS, 90130-060, Brazil	-51.2204092	-30.0550228	-51.2217582	-51.2190602	-30.0563718	-30.0536738	198
'Colecao Entomologica, Laboratorio de Entomologia Sistematica', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Colecao Microorganismos', 'Brazil'	Brazil	-51.92528	-14.235004	-73.9828169	-28.650543	-34.0891	5.2717863	3125608
'Coleccin Herpetolgica de la UNNE', 'Corrientes, Argentina'	NA	NA	NA	NA	NA	NA	NA	NA
'Coleccion Boliviana de Fauna', 'Bolivia'	La Paz, Bolivia	-68.066349400000007	-16.5386846	-68.0676984	-68.0650004	-16.5400336	-16.5373356	207
'Coleccion de Cepas Microbianas', 'Mexico'	NA	NA	NA	NA	NA	NA	NA	NA
'Coleccion de Cultivos Microbianos', 'Argentina'	Argentina	-63.616672	-38.416097	-73.5603601	-53.637481	-55.1250224	-21.7810459	2002039
'Coleccion de Mastozoologia, Museo de Historia Natural de La Salle', 'Venezuela'	Caracas 1050, Capital District, Venezuela	-66.883996	10.512008	-66.885345	-66.882647	10.510659	10.513357	210
'Coleccion de Microhongos', 'Mexico'	Mexico	-102.552784	23.634501	-118.6523001	-86.5887	14.3895	32.7186534	1859572
'Coleccion de Termitas Mexicanas', 'Mexico'	Mexico	-102.552784	23.634501	-118.6523001	-86.5887	14.3895	32.7186534	1859572
'Coleccion Entomologica quot;Luis Maria Murilloquot;', 'Colombia'	Colombia	-74.297333	4.570868	-81.8317	-66.8463122	-4.2271099	13.5177999	1283943
'Coleccion Espanola de Cultivos Tipo', 'Spain'	Colección Española de Cultivos Tipo (CECT, Calle Catedrático Agustín Escardino, 9, 46980 Paterna, Valencia, Spain	-0.4230363	39.5163874	-0.4243853	-0.4216873	39.5150384	39.5177364	189
'Coleccion Espanola de Cultivos Tipo', 'Spain'	Av. de Blasco Ibáñez, 13, 46010 València, Valencia, Spain	-0.3593863	39.4793254	-0.3607353	-0.3580373	39.4779764	39.4806744	189
'Coleccion Ictiologica del Departamento de Ciencias Marinas de la Universidad de la Laguna', 'Spain'	Calle Padre Herrera, s/n, 38200 San Cristóbal de La Laguna, Santa Cruz de Tenerife, Spain	-16.3158443	28.4810941	-16.3171933	-16.3144953	28.4797451	28.4824431	200
'Coleccion Microorganismos Departamento Microbiologia', 'Colombia'	Colombia	-74.297333	4.570868	-81.8317	-66.8463122	-4.2271099	13.5177999	1283943
'Coleccion Ornitologica Phelps', 'Venezuela'	Bello Monte Caracas 1060, Distrito Capital, Venezuela	-66.8745719	10.4927603	-66.8759209	-66.8732229	10.4914113	10.4941093	210
'Coleccion Paleontologica', 'Chile'	NA	NA	NA	NA	NA	NA	NA	NA
'Coleccion Vertebrados, Facultad de Ciencias, La Hechicera, Universidad de los Andes', 'Venezuela'	La Hechicera, Mérida 5101, Mérida, Venezuela	-71.1493077	8.6272855	-71.1610651	-71.1420965	8.6217354	8.6325125	982
'Coleccion Vertebrados, Facultad de Ciencias, La Hechicera, Universidad de los Andes', 'Venezuela'	Andean Region, Venezuela	-70.8119953	8.3525022	-72.487198	-67.5920339	7.2991341	10.038561	218417
'Colecciones naturales de la Asociacin BIGA para el estudio del patrimonio natural de Galicia: FBIGA y ABIGA.', 'Spain'	NA	NA	NA	NA	NA	NA	NA	NA
'Colegio de La Salle', 'Habana, Cuba'	Havana, Cuba	-82.3510354	23.1398041	-82.3523844	-82.3496864	23.1384551	23.1411531	203
'Coli', 'Colti, Romania'	NA	NA	NA	NA	NA	NA	NA	NA
'Collaborating Centre for Reference and Research on Escherichia and Klebsiella', 'Denmark'	NA	NA	NA	NA	NA	NA	NA	NA
'Collecion de Artropodos', 'Guatemala'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection de Champignons et Actinomycetes Pathogenes', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection de genomes d organismes symbiotiques', 'Canada'	Canada	-106.346771	56.130366	-142	-50	41.6765559	83.6381	3018372
'Collection de Levures d Interet Biotechnologique Collection of Yeasts of Biotechnological Interest', 'France'	France	2.213749	46.227638	-5.5591	9.6624999	41.31433	51.1241999	772195
'Collection de Recherche', 'France'	France	2.213749	46.227638	-5.5591	9.6624999	41.31433	51.1241999	772195
'Collection de Recursos Geneticos Fungicos, Instituto de Ecologia y Systematica', 'Cuba'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection de Souches de l Unite des Rickettsies', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection du Centre de Recherche en Infectiologie', 'Canada'	Canada	-106.346771	56.130366	-142	-50	41.6765559	83.6381	3018372
'Collection du Laborataire d Ecologie', 'Belgium'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection Francaise des Bacteries Phytopathogenes', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection Nationale de Cultures de Microorganismes', 'France'	25-28 Rue du Dr Roux, 75015 Paris, France	2.3112488	48.8403734	2.3098998	2.3125978	48.8390244	48.8417224	180
'Collection of Algae in Leningrad, St Petersburg, State University', 'Russia'	University Embankment, 7/9, Sankt-Peterburg, Russia, 199034	30.2989199	59.941894	30.2975709	30.3002689	59.940545	59.943243	168
'Collection of Animal Pathogenic Microorganisms', 'Czechia'	Czechia	15.472962	49.817492	12.090589	18.8592361	48.5518081	51.0557185	277175
'Collection of Animal Viruses', 'Hungary'	Hungary	19.5033041	47.162494	16.1133078	22.8965438	45.7370889	48.585234	299053
'Collection of Aquatic Important Microorganisms', 'Mexico'	Mexico	-102.552784	23.634501	-118.6523001	-86.5887	14.3895	32.7186534	1859572
'Collection of Environmental and Laboratory Microbial Strains', 'Estonia'	Ülikooli 18, 50090 Tartu, Estonia	26.7198659	58.3810843	26.7185169	26.7212149	58.3797353	58.3824333	170
'Collection of Industrial Microorganisms', 'Romania'	Romania	24.96676	45.943161	20.2617591	29.7784	43.6186193	48.26518	447121
'Collection of Insect Pathogens, Dept of Entomology', 'India'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection of Leptospira Strains', 'Italy'	Italy	12.56738	41.87194	6.6267201	18.7975999	35.4897	47.092	762462
'Collection of Marine Biological Germplasm', 'China'	China	104.195397	35.86166	73.4994136	134.7754563	17.9996	53.5609739	3079916
'Collection of Marine Microorganisms', 'Russia'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection of Microorganisms Producing Antibiotics', 'Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection of Plant Pathogens', 'Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Collection of Salmonella Microorganisms', 'Poland'	NA	NA	NA	NA	NA	NA	NA	NA
'Collections de la Faculte des Sciences de Lyon', 'France'	NA	NA	NA	NA	NA	NA	NA	NA
'College Natural History Society', 'Hertford, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Collezione Instituto di Microbiologia', 'Italy'	Italy	12.56738	41.87194	6.6267201	18.7975999	35.4897	47.092	762462
'Collezione Nazionale di Microrganismi di interesse Agrario ed Industriale ed Ambientale - COLMIA', 'Italy'	NA	NA	NA	NA	NA	NA	NA	NA
'Colo-i-Suva Silvicultural Station', 'Fiji'	Colo-I-Suva Forest Park, Kings Road, Nasinu, Fiji	178.4129099	-18.032387	178.4115609	178.4142589	-18.033736	-18.031038	207
'Colo-i-Suva Silvicultural Station', 'Fiji'	Colo-I-Suva Rainforest Eco Resort (Raintree Lodge) Suva, Princes Road, Colo i Suva (opposite Police Post), Princess Rd, Suva, Fiji	178.4574736	-18.0580134	178.4561246	178.4588226	-18.0593624	-18.0566644	207
'Colorado Entomological Museum (formerly John T Polhemus collection)', 'United States'	Colorado, USA	-105.7820674	39.5500507	-109.060256	-102.040878	36.992424	41.0034439	356724
'Comision Tecnico Consultiva de Coeficientes de Agostadero (COTECOCA)', 'Mexico City, Mexico'	Mexico City, CDMX, Mexico	-99.133208	19.4326077	-99.3267771	-98.9604482	19.1887101	19.5927571	25360
'Conseil National des Sciences', 'Vientiane, Laos'	Vientiane, Laos	102.6331035	17.9757058	102.5341096	102.6774216	17.8847653	18.0361139	8169
'Consiglio Nazionale delle Ricerche, Istituto per l Ambiente Marino Costiero, Istituto Sperimentale Talassografico A Cerruti', 'Taranto, Italy'	Via Roma, 3, 74100 Taranto TA, Italy	17.2394425	40.4745892	17.2380935	17.2407915	40.4732402	40.4759382	188
'Copenhagen Bird Ringing Centre, Zoological Museum, Natural History Museum of Denmark', 'Denmark'	NA	NA	NA	NA	NA	NA	NA	NA
'Corchester School', 'Corbridge, United Kingdom'	NA	NA	NA	NA	NA	NA	NA	NA
'Cornell Lab of Ornithology Macaulay Library', 'Ithaca, United States'	Ithaca, NY 14850, USA	-76.4735027	42.4534492	-76.4748517	-76.4721537	42.4521002	42.4547982	186
'Corporacin Ambiental y Forestal del Pacfico', 'Cali, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Corporacin Autnoma Regional de Caldas', 'Manizales, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Corporacin Autnoma Regional de la Orinoquia', 'Yopal, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Corporacin Autnoma Regional de Santander', 'San Gil, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Corporacin Paisajes Rurales', 'Palmira, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
'Corporacin para el desarrollo sostenible del rea de manejo especial La Macarena', 'Villavicencio, Colombia'	NA	NA	NA	NA	NA	NA	NA	NA
